Company,Street,City,State,Zip,Phone
meadow farms sausage,6215 S. Western Ave.,Los Angeles,CA,90047,(323) 752-2300
meadville locker,412 Madison St.,Chillcothe,MO,64601,(660) 646-0951
meat & dough foods,2105 Hammond Drive,Schaumburg,IL,60173,(773) 600-9393
meat & fisheries processing laboratory,State University of New York - Cobleskill,Cobleskill,NY,12043,(518) 255-5323
meat bar,153-07 ROCKAWAY BLVD.,JAMAICA,NY,11434,(718) 527-1269
meat by linz,414 State Street,Calumet City,IL,60409,(708) 862-0830
meat cooler,849 Shrokman Road,Saltsburg,PA,15681,(724) 422-3588
meat masters,2064 Candler Road,Decatur,GA,30032,(404) 289-5447
meat masters processing,300 East Carpenter Ave.,Stockton,IL,61085,(847) 942-2277
meat palace,640 Atkins Avenue,Brooklyn,NY,11208,(718) 666-4475
meat processing career center,11446 St. Rt. 762,Orient,OH,43146,(614) 877-9418
meat production,2095 Airport Rd.,Kalispell,MT,59901,(406) 755-3377
meat science and animal biologics discovery,University of Wisconsin,Madison,WI,53706,(608) 262-0555
meat science laboratory univ of il,1503 S. Maryland Dr.,Urbana,IL,61801,(217) 333-1684
meat traders,6003 North 54th Street,Tampa,FL,33610,(813) 253-0865
meatco,545 9th St.,Oakland,CA,94607,(510) 444-1411
meating place   lorigo's meating place,185 Grant Street,Buffalo,NY,14213,(716) 885-3623
meatworks,287 State Road,Westport,MA,02790,(774) 319-5616
mecca halal poultry,36-27 32nd Street,Long Island City,NY,11106,(917) 755-9914
medeiros farms,4365 Papalina Road,Kalaheo,HI,96741,(808) 332-8211
medina meats,9706 Crow Road,Litchfield,OH,44253,(330) 725-1390
mediterranean fine foods,433 South Second Street,New Bedford,MA,02740,(508) 993-7645
mediterranean foods,400 Long Lane,Upper Darby,PA,19082,(610) 622-5955
mega meats,2824 Boston Post Rd,Bronx,NY,10469,(718) 231-2010
megas yeeros,165 Chubb Avenue,Lyndhurst,NJ,07071,(646) 575-1781
megusta gourmet foods,28212 & 28218 Constellation Road,Valencia,CA,91355,(818) 897-7964
meis trading,"500 NE 185th St., Bay #1",Miami,FL,33179,(305) 705-3998
mekong fresh meats,151120 Locker Road,Mosinee,WI,54455,(715) 693-1341
mekong fresh meats,905 South Parkview Circuit,Mosinee,WI,54455,(715) 693-1341
mel's custom meat processing    ,602 Second Ave.,Romeo,CO,81148,(719) 843-5850
mello meats,272 Rex Blvd.,Auburn Hills,MI,48326,(586) 566-4661
mello's north end manufacturers,63 North Court St,Fall River,MA,02720,(508) 673-2320
melone brothers,17 Hooker Place,Staten Island,NY,10302,(908) 474-0011
meloni's butcher block,771 Rt168,Turnersville,NJ,08012,(856) 228-5000
melotte distributing,1442 Main Street,Green Bay,WI,54302,(920) 435-1986
melotte distributing,300 Mahlik Lane,Denmark,WI,54208,(920) 863-2070
melrose storage and distribution,400 Kennedy Drive,Sayreville,NJ,08872,(732) 316-4740
menasha packaging,2842 Spiegel Drive,Groveport,OH,43125,(614) 993-3133
menasha packaging,550 West North Frontage Rd.,Bolingbrook,IL,60440,(618) 501-6085
menasha packaging,7770 71st St.,Bridgeview,IL,60455,(708) 588-7053
mendez &,Las Palmas Industrial Park,Catano,PR,00962,(787) 788-1018
mendez & cold storage logistics,Diana Street Lot #5,Guaynabo,PR,00968,(787) 245-7959
mennella'a poultry,100 George Street,Paterson,NJ,07503,(973) 345-1300
mennonite central commitee us,6011 Rawley Pike,Hinton,VA,22821,(717) 859-1151
mennonite central committee us,121 East 30th Street,Newton,KS,67117,(316) 283-2720
mennonite central committee us,121 East 30th Street,North Newton,KS,67117,(717) 859-1151
mennonite central committee us,200 S. Caddo,Hydro,OK,73048,(580) 819-0695
mennonite central committee us,21 South 11th Street,Akron,PA,17501,(717) 859-1151
mennonite central committee us,3344 320th St.,Wellman,IA,52356,(717) 859-1151
mennonite central committee us,517 W. Trout Run Road,Ephrata,PA,17522,(717) 733-2847
mennonite central committee us,930 16th Street,Henderson,NE,68371,(717) 859-1151
mennonite central committee us,Dinky's Auction Center,Montgomery,IN,47558,(812) 687-7716
mercado meat distribution,560 North Tehama Street,Willows,CA,95988,(530) 517-0730
merchandise warehouse,1414 South West St.,Indianapolis,IN,46225,(317) 632-2525
merchant's market group,200 Dr. Martin Luther King Jr. Blvd.,Riviera Beach,FL,33404,(561) 844-7000
merchants distributors,5001 Alex Lee Blvd,Hickory,NC,28601,(828) 725-5000
merchants terminal delaware,2 Dock View Drive,New Castle,DE,19720,302654340
merchants terminal delaware,4851 Holabird Ave.,Baltimore,MD,21224,(410) 342-9300
merchants terminal delaware,7950 Oceano Ave.,Jessup,MD,20794,(410) 799-8700
merchants terminal delaware,7950 Oceano Avenue,Jessup,MD,20794,(410) 799-8700
meridian meat and sausage,119 East Bower,Meridian,ID,83642,(208) 888-5588
meridian meat packers,245 Blue Heron,Meridian,ID,83646,(208) 888-1877
meritage soups,18211 N.E. 68th Street,Redmond,WA,98052,(425) 284-6866
merrill distributing,405 Kenny Drive,Wausaukee,WI,54177,(715) 536-4551
mesa meat processors,190 W 24 St,Hialeah,FL,33010,(305) 888-1914
mesa meats processing,6368 HWY 55,Mountainair,NM,87036,(505) 847-2313
messina meats,1230 Highway 99 W.,Orland,CA,95963,(530) 865-4440
metrolina meats,1005 Woodcrest Place,Indian Trail,NC,28079,(704) 821-1074
metropolitan foods,6 West Belt,Wayne,NJ,07470,(973) 672-9400
metz culinary management,1540 Northgate Blvd.,Sarasota,FL,34234,(941) 202-3512
meyer wholesale,100 Caspian Avenue,Caspian,MI,49915,(609) 265-6138
meyer's sausage,600 S. Main Street,Elgin,TX,78621,(512) 285-3331
mezban foods,9125 Diplomacy Row,Dallas,TX,75247,(682) 331-6312
mf meats,2063 Allen Street Extension,Falconer,NY,14733,(716) 355-4111
mg foods,1907 Gateway Blvd.,Charlotte,NC,28208,(704) 399-6460
mg foods,2002 E. Cotton Street,Longview,TX,75604,(903) 553-9433
mg trading,109 North 5th Street,Saddle Brook,NJ,07663,(973) 772-8303
mg waldbaum,1009 S. Brooks Street,Lenox,IA,50851,(641) 333-4700
mg waldbaum,120 Tower Street,Gaylord,MN,55334,(507) 237-4600
mg waldbaum,120 Tower Street,Gaylord,MN,55334,(507) 237-4600
mg waldbaum,120 Tower Street,Gaylord,MN,55334,(507) 237-4600
mg waldbaum,120 Tower Street South,Gaylord,MN,55334,(507) 237-4600
mgh gourmet,2910 E. Harcourt St,Rancho Dominguez,CA,90221,(310) 632-3300
mi ranchito foods,100 8th Street,Passaic,NJ,07055,(973) 975-9818
mi ranchito foods,606 Central Ave.,Bayard,NM,88023,(505) 537-3868
miami beef,4870 N.W. 157 Street,Miami,FL,33014,(305) 621-3252
miami desserts,"2445 W. 80th Street, Bay # 6",Hileah,FL,33016,(786) 580-5983
miami purveyors,7350 NW 8th St,Miami,FL,33126,(305) 262-6170
mibo fresh foods,715 East 9th Street,Fort Worth,TX,76102,(817) 882-9600
michael angelo's gourmet foods,200 Michael Angelo Way,Austin,TX,78728,(512) 218-3500
michael foods egg producnt pilot plant r&d,120 Tower Street South,Gaylord,MN,55334,(507) 237-4617
michael foods egg products,101 Delaware Street,Norwalk,IA,50211,(704) 989-7239
michael foods egg products,101A North Oak Street,Wakefield,NE,68784,(402) 287-2211
michael foods egg products,105 N. Maint Street,Wakefield,NE,68784,(402) 287-2211
michael foods egg products,1260 Highway 18E,Britt,IA,50423,(641) 843-3100
michael foods egg products,68 Spain Road,Klingerstown,PA,17941,(570) 425-2910
michael foods egg products,68 Spain Road,Klingerstown,PA,17941,(570) 425-2910
michael's finer meats and seafoods,3775 Zane Trace Drive,Columbus,OH,43228,(614) 527-4900
michigan brand,1313 South Farragut Street,Bay City,MI,48708,(989) 893-9589
michigan brand,320 Heinlein Strasse,Frankenmuth,MI,48734,(989) 893-9589
michigan natural storage,1200 Judd Avenue SW,Grand Rapids,MI,49509,(616) 241-1619
michigan natural storage,449 Howard Avenue,Holland,MI,49424,(616) 392-7175
michigan produce haulers,1340 Locust,Fremont,MI,49412,(231) 924-4600
michigan state university dept of animal science,Anthony Hall,East Lansing,MI,48824,(517) 355-8452
michigan turkey producers co-op,1100 Hall Street SW,Grand Rapids,MI,49503,(616) 245-2221
michigan turkey producers co-op,2140 Chicago Drive SW,Wyoming,MI,49519,(616) 245-2221
mickelsen pack,2011 Riverton Road,Blackfoot,ID,83221,(208) 785-0860
mickenzie jerky,"3059 Main Street, Ste 15",Hope Mills,NC,28348,(910) 423-7329
mickey brown,263 Bergeron Street,Houma,LA,70364,(985) 879-3444
mickey's wholesale pizza,120 North Street,York,PA,17403,(717) 417-3088
micro summit processors,203 South Railroad St.,Micro,NC,27555,(252) 813-5753
micronesian brokers,545 Chalan Machuate St.,Maite,GU,96910,(671) 477-0970
mid-south sales,410 T. Frank Wathen Rd.,Uniontown,KY,42461,(270) 822-2743
mid-town favorite beef,87 Water Street (rear),Fitchburg,MA,01420,(603) 692-4990
midamar,1105 60th Ave. S.W.,Cedar Rapids,IA,52404,(319) 362-3711
midland meat packing ny,5600 First Avenue A-21,Brooklyn,NY,11220,(914) 393-8680
mids spaghetti sauce,620 Main St. N.,Navarre,OH,44662,(330) 879-5486
midsouth packers,2682 Highway 42 South,Forsyth,GA,31029,(478) 731-6262
midway international logistics,948 Bradley Street,Watertown,NY,13601,(315) 586-2994
midway international logistics,948 Bradley Street,Watertown,NY,13601,(315) 586-2994
midway meats,3280 Clodfelter Rd.,Winston-Salem,NC,27107,(336) 764-2684
midwest kitchens,101 Ore Dock Road,Erie,PA,16507,(814) 746-0187
midwest kitchens,6950 51st  Street,Kenosha,WI,53144,(773) 406-8784
midwest poultry processing,47422 State Hwy V,Rutledge,MO,63563,(660) 434-5868
midwest refrigerated milwaukee,11225 W. County Line Road,Milwaukee,WI,53224,(414) 410-8200
midwest refrigerated milwaukee,8501 W Brown Deer Road,Milwaukee,WI,53224,(414) 410-8200
midwest refrigerated services,1601 Fairfax Trafficway,Kansas City,KS,66115,(913) 621-1111
midwest regional processing,1100 Wilburn Rd.,Sun Prairie,WI,53590,(608) 834-0891
midwest research swine,3413 11th Street East,Glencoe,MN,55336,(320) 300-7999
midwestern meats,4308 E. Main St.,Mesa,AZ,85205,(480) 924-5855
miesfeld's market,4811 Venture Drive,Sheboygan,WI,53083,(920) 565-6328
miiller's llano smokehouse and mercantile,705 West Young,Llano,TX,78643,(325) 247-4450
mikailian meat products,25310 Avenue Stanford,Valencia,CA,91355,(661) 257-1055
mike's meat market,18501 County Rd 27,Sterling,CO,80751,(970) 521-0430
mike's meat market,18501 County Road 27,Sterling,CO,80751,(970) 630-0432
mike's quality meats,12110 Business Blvd.,Eagle River,AK,99577,(907) 696-1888
milagro burritos,536 Cherokee St.,Denver,CO,80204,(303) 534-1896
milan provision,108-15 Roosevelt Avenue,Corona,NY,11368,(718) 335-3354
milan salami,1155 67th St.,Oakland,CA,94608,(510) 654-7055
milano importing,988 Main Street,Springfield,MA,01103,(413) 737-7367
milestones foods,5366 Dixie Industrial Drive,Lake City,GA,30260,(678) 733-3738
mill creek meats and processing,11521 E. Clarksville Road,Marshall,IL,62441,(217) 889-3363
millenia foods,6127 ANNO Avenue,Orlando,FL,32809,(321) 303-2947
miller foods,308 Arch Road,Avon,CT,06001,(860) 673-3256
miller ham,3345 Lemp Ave.,St. Louis,MO,63118,(314) 776-0190
miller packing,1122 Industrial Way,Lodi,CA,95241,(209) 339-2310
miller's quality meats,111 W. North Street,Butler,PA,16001,(724) 287-4010
milmar food group ii,One 6 1/2 Station Road,Goshen,NY,10924,(845) 294-5400
milton chili,511 East Whitcomb Ave,Madison Heights,MI,48071,(313) 585-0300
miltona custom meats & sausages,242 Second St. West,Miltona,MN,56354,(218) 943-2681
minard's spaghetti inn,813 E. Pike Street,Clarksburg,WV,26301,(304) 623-1711
minder meats,4921 Auto Center Blvd.,Bremerton,WA,98312,(360) 479-0880
mineo & sapio meats,410 Connecticut Street,Buffalo,NY,14213,(716) 884-2398
mineola packing,906 East Broad Street,Mineola,TX,75773,(903) 569-5355
mingua brothers beef jerky,180 Cleveland Drive,Paris,KY,40361,(859) 987-9719
mini italia sausage,425 Hawkins Ave,Lake Ronkonkoma,NY,11779,(516) 467-1352
miniat foods,62 Adamson Industrial Boulevard,Carrollton,GA,30117,(470) 729-5000
minnesota freezer warehouse,1907 14th St. NE,Austin,MN,55912,(507) 437-1982
minnesota freezer warehouse,820 E. 13th St.,Albert Lea,MN,56007,(507) 373-1477
minnesota meat masters,800 Norway Drive,Annandale,MN,55302,(320) 274-1087
minore's meats,320 Whalley Avenue,New Haven,CT,06511,(203) 865-4119
miracapo pizza,1910 Swanson Court,Gurnee,IL,60031,(847) 631-3500
miracapo pizza,2241 Pratt Blvd.,Elk Grove Village,IL,60007,(847) 806-1440
miranda brothers,317 Lindsey St,Fall River,MA,02720,(508) 672-0982
mish farms meat market,80 Oak Road,Gibsonia,PA,15044,(724) 449-6328
mishler packing,31320 E. US 12,Sturgis,MI,49091,(269) 506-2265
miss essies southern bbq,6064 South 300 W #11,Murray,UT,84107,(801) 263-6739
missa bay,101 Arlington Boulevard,Swedesboro,NJ,08085,(856) 241-0900
mission mountain food enterprise center,407 Main Street S.W.,Ronan,MT,59864,(406) 676-5907
mississipi food services,6689 Lauderdale Road,Toomsuba,MS,39364,(601) 632-4482
mississippi state university meat laboratory,315 Wise Center Drive,Mississippi State,MS,39762,(662) 325-2932
missouri prime beef packers,5305 Highway H,Pleasant Hope,MO,65725,(417) 462-6727
mistica foods,1811 West Fullerton,Addison,IL,60101,(630) 543-5409
mistica foods,50 West Commercial Ave.,Addison,IL,60101,(630) 461-1375
mistica foods,8424 West 47th Street,Lyons,IL,60534,(708) 296-1608
misty knoll farms,1685 Main Street,New Haven,VT,05472,(802) 453-4748
misty lea farm poultry processing,1567 Jeff Adams Road,Pembroke,KY,42266,(270) 886-5690
mitchell foods,HC 81,Baily Switch,KY,40906,(606) 545-6677
mitty's,76 Granby Street,Bloomfield,CT,06002,(860) 242-8528
mmi meats,339 35th Street,Newport News,VA,23607,(757) 380-5821
mo food & distribution,1927 Lakeside Parkway,Tucker,GA,30084,(470) 774-4321
mo's chowder vault,101 15th Street,Astoria,OR,97103,(971) 704-1751
mo-ark provision,387 Old Hwy B,Poplar Bluff,MO,63901,(573) 785-9586
mobleys custom cut,6769 180th Street,McAlpin,FL,32062,(386) 963-5215
modern meat,1427 E. Highland Ave.,San Bernardino,CA,92404,(909) 882-2917
modernist pantry,25 Harold L Dow Highway,Eliot,ME,03903,(207) 200-3817
modesto food distributors,7601 El Camino Real,Colma,CA,94014,(650) 756-3603
modu food service,5050 Everett Ct.,Vernon,CA,90058,(323) 476-7518
moesle meat distribution,4725 S. Talman Ave,Chicago,IL,60632,(312) 971-6881
moesle meat distribution,5115 S. Millard Ave.,Chicago,IL,60632,(773) 847-4900
mohn fish market,1140 Great River Road,Harpers Ferry,IA,52146,(563) 586-2269
molokai livestock cooperative,3355 Maunaloa Highway,Ho'olehua,HI,96729,(808) 567-6994
mom's wholesale foods,930 Cass Street,New Castle,PA,16101,(724) 856-3049
momence real estate,334 West North Street,Momence,IL,60954,(815) 472-2641
mondo & sons,1150 Andover Park East,Tukwila,WA,98188,(206) 575-4400
mondongeria torres sanchez,Carretera 176 Kn.0 Hm.2,Cupey Alto Rio Piedras,PR,00926,(787) 760-8434
mongiello italian cheese specialties,250 Hilldale Road,Hurleyville,NY,12747,(845) 436-4200
monogram appetizers,1434 Post Road,Plover,WI,54467,(715) 341-3191
monogram appetizers,300 Moore Road,Plover,WI,54467,(715) 600-4657
monogram foods,1655 Old Columbia Rd,Dickson,TN,37055,(615) 229-1868
monogram foods,710 S. Hwy. 59,Denison,IA,51442,(712) 263-2277
monogram frozen foods,605 Kesco Dr.,Bristol,IN,46507,(574) 848-0344
monogram gourmet foods,301 Ballardvale Street,Wilmington,MA,01887,(978) 253-6400
monogram gourmet foods,330 Ballardvale Street,Willmington,MA,01887,(978) 253-6400
monogram meat snacks,200 Knauss Dr.,Martinsville,VA,24112,(276) 656-3500
monogram meat snacks,521 N. 5th Street,Chandler,MN,56122,(507) 677-2325
monogram prepared meats,1231 870th St.,Harlan,IA,51537,(712) 235-2665
monogram snacks,220 Mehler Lane,Martinsville,VA,24112,(901) 259-6201
monroe meat,2595 Grant Blvd.,Beatrice,AL,36425,(251) 575-4021
montalvan's sales,2225 S. Castle Harbor Place,Ontario,CA,91761,(909) 930-5670
montana valley hams,7507 N. Montana Ave.,Helena,MT,59602,(406) 458-5140
montgomery inn commissary,30 Illinois Avenue,Cincinnati,OH,45215,(513) 821-6302
monti verdi salumi,"Unit 2, 656 Exchange St",Middlebury,VT,05753,(802) 777-4392
moonlight meat processing,90  AJ Sutton Road,Williamsburg,KY,40769,(606) 515-8813
moonlite bar-b-q inn,2840 W. Parrish Avenue,Owensboro,KY,42301,(270) 684-8143
moore's wholesale meats,B20-21 Hunt's Point Co-op Market,Bronx,NY,10474,(718) 328-3255
moran foods,4003 Amber Jack Road,Plant City,FL,33566,(336) 240-9176
morasch meats,4050 NE 158th,Portland,OR,97230,(503) 257-9821
more than gourmet,3081 Gilchrist Rd.,Akron,OH,44305,(330) 762-6652
more than gourmet,929 Home Ave.,Akron,OH,44310,(330) 762-6652
morgan foods,90 W. Morgan Street,Austin,IN,47102,(812) 794-1170
morgan-todt,1600 Donner Avenue,San Francisco,CA,94124,(415) 589-5645
morgan-todt,860 81st Avenue,Oakland,CA,94621,(315) 734-6884
morgan-todt,940 81st Avenue,Oakland,CA,94621,(415) 734-6884
morning star pastries,188 Tanners Rd,Fort Plain,NY,13339,(518) 775-0471
morning star poultry,188 Tanners Rd,Fort Plain,NY,13339,(518) 993-2388
morrilton packing,51 Blue Diamond Drive,Morrilton,AR,72110,(501) 354-2474
morris meat packing,1406 S. 5th Ave.,Maywood,IL,60153,(708) 865-8566
morris meat packing,1611 N. Division Street,Morris,IL,60450,(815) 942-9284
morris meat plant 1239,7320 Lisbon Road,Morris,IL,60450,(815) 661-7028
morski brands,1530 LaDawn Dr.,Portage,WI,53901,(608) 742-2494
mortara bakery,230 W. Avenue 26,Los Angeles,CA,90031,(323) 351-4863
morty pride meats,105 South Broad Street,Fayetteville,NC,28301,(910) 423-6328
morty pride meats,3603 Clinton Rd.,Fayetteville,NC,28312,(910) 483-6004
mosaic food,200 Center Street,El Segundo,CA,90245,(323) 218-2847
mosul kubba,1400 Axtell Dr.,Troy,MI,48084,(248) 577-5058
mountain fresh foods,18 Wells Connector Road,Murphy,NC,28906,(404) 518-9740
mountain meadows lamb,4900 Clarkson Street,Denver,CO,80216,(303) 749-5291
mountain meat packing,291 Lincoln Street,Craig,CO,81626,(970) 824-4878
mountain meat packing,951 17 1/4 Road,Fruita,CO,81521,(970) 858-9584
mountain pie,4635 Town Center Dr.,Colorado Springs,CO,80916,(719) 235-7234
mountain ranch smokehouse,5299 South 45000 West,Fruitland,UT,84027,(435) 548-2711
mountain view meats,465561 Highway 100,Stilwell,OK,74960,(800) 284-4553
mountain view packaging,3494 South TK Avenue,Boise,ID,83705,(208) 344-1183
mountaire farms,1101 East Third Street,Siler City,NC,27344,(919) 663-0262
mountaire farms,17263 NC Hwy 71 N,Lumber Bridge,NC,28357,(910) 843-5942
mountaire farms,17269 NC Highway 71 North,Lumber Bridge,NC,28357,(910) 843-5942
mountaire farms,55 Hosier St.,Selbyville,DE,19975,(302) 436-8241
mountaire farms of delaware,29005 John J Williams Highway,Millsboro,DE,19966,(302) 934-3063
moweaqua packing plant,601 N. Main St.,Moweaqua,IL,62550,(217) 768-4714
mr b's pizza,113 Riverview Drive,Waucoma,IA,52171,(319) 404-8606
mr basterma,6550 Industrial Avenue,Port Richey,FL,34668,(727) 631-7770
mr empanada,4029 W. South Ave.,Tampa,FL,33614,(813) 879-6233
mr j's tamales & chili,11200 Alameda St.,Lynwood,CA,90262,(310) 537-3932
mr mudbug,131 23rd Street,Kenner,LA,70062,(504) 465-9770
mr p's jerky,1220 Biscayne Blvd,Deland,FL,32724,(386) 804-5258
mr pastie,10 E. Bell Avenue,Pen Argyl,PA,18072,(610) 863-9091
mr pierogi,126 12th St,Brooklyn,NY,11215,(718) 499-7821
